,Con/Instl EF,O&M EF,Year
"33.019999999999996,-105.76,S",8.911764705882353,0.17517704062616474,2020
"33.019999999999996,-105.26,S",8.911764705882353,0.17517704062616474,2020
"33.019999999999996,-104.76,S",8.911764705882353,0.17517704062616474,2020
"33.019999999999996,-104.26,S",8.911764705882353,0.17517704062616474,2020
"33.019999999999996,-103.76,S",8.911764705882353,0.17517704062616474,2020
"33.019999999999996,-103.26,S",8.911764705882353,0.17517704062616474,2020
"33.019999999999996,-102.76,S",3.897777777777778,0.1809287676740602,2020
"33.019999999999996,-102.26,S",3.897777777777778,0.1809287676740602,2020
"33.019999999999996,-101.76,S",3.897777777777778,0.1809287676740602,2020
"33.019999999999996,-101.26,S",3.897777777777778,0.1809287676740602,2020
"33.019999999999996,-100.76,S",3.897777777777778,0.1809287676740602,2020
"33.019999999999996,-100.26,S",3.897777777777778,0.1809287676740602,2020
"33.019999999999996,-99.76,S",3.897777777777778,0.1809287676740602,2020
"33.019999999999996,-99.26,S",3.897777777777778,0.1809287676740602,2020
"33.019999999999996,-98.76,S",3.897777777777778,0.1809287676740602,2020
"33.019999999999996,-98.26,S",3.897777777777778,0.1809287676740602,2020
"33.019999999999996,-97.76,S",3.897777777777778,0.1809287676740602,2020
"33.019999999999996,-97.26,S",3.897777777777778,0.1809287676740602,2020
"33.019999999999996,-96.76,S",3.897777777777778,0.1809287676740602,2020
"33.019999999999996,-96.26,S",3.897777777777778,0.1809287676740602,2020
"33.019999999999996,-95.76,S",3.897777777777778,0.1809287676740602,2020
"33.019999999999996,-95.26,S",3.897777777777778,0.1809287676740602,2020
"33.019999999999996,-94.76,S",3.897777777777778,0.1809287676740602,2020
"33.019999999999996,-94.26,S",3.897777777777778,0.1809287676740602,2020
"33.019999999999996,-93.76,S",316.75,1.5924170616113744,2020
"33.019999999999996,-93.26,S",8.75,0.1442068622575833,2020
"33.019999999999996,-92.76,S",8.75,0.1442068622575833,2020
"33.019999999999996,-92.26,S",316.75,1.5924170616113744,2020
"33.019999999999996,-91.76,S",8.75,0.1442068622575833,2020
"33.019999999999996,-91.26,S",8.75,0.1442068622575833,2020
"33.019999999999996,-90.76,S",103.6,0.1314708299096138,2020
"33.019999999999996,-90.26,S",103.6,0.1314708299096138,2020
"33.019999999999996,-89.76,S",103.6,0.1314708299096138,2020
"33.019999999999996,-89.26,S",103.6,0.1314708299096138,2020
"33.019999999999996,-88.76,S",103.6,0.1314708299096138,2020
"33.019999999999996,-88.26,S",114.0,0.1392857142857143,2020
"33.019999999999996,-87.76,S",114.0,0.1392857142857143,2020
"33.019999999999996,-87.26,S",114.0,0.1392857142857143,2020
"33.019999999999996,-86.76,S",114.0,0.1392857142857143,2020
"33.019999999999996,-86.26,S",114.0,0.1392857142857143,2020
"33.019999999999996,-85.76,S",114.0,0.1392857142857143,2020
"33.019999999999996,-85.26,S",114.0,0.1392857142857143,2020
"33.019999999999996,-84.76,S",3.049142857142857,0.0708999315877853,2020
"33.019999999999996,-84.26,S",3.049142857142857,0.0708999315877853,2020
"33.019999999999996,-83.76,S",3.049142857142857,0.0708999315877853,2020
"33.019999999999996,-83.26,S",3.049142857142857,0.0708999315877853,2020
"33.019999999999996,-82.76,S",3.049142857142857,0.0708999315877853,2020
"33.019999999999996,-82.26,S",3.049142857142857,0.0708999315877853,2020
"33.019999999999996,-81.76,S",3.049142857142857,0.0708999315877853,2020
"33.019999999999996,-81.26,S",4.798039215686274,0.24032648125755743,2020
"33.019999999999996,-80.76,S",4.798039215686274,0.24032648125755743,2020
"33.019999999999996,-80.26,S",4.798039215686274,0.24032648125755743,2020
"33.019999999999996,-79.76,S",4.798039215686274,0.24032648125755743,2020
"33.519999999999996,-117.76,S",15.281311475409836,0.1061714191798833,2020
"33.519999999999996,-117.26,S",15.281311475409836,0.1061714191798833,2020
"33.519999999999996,-116.76,S",15.281311475409836,0.1061714191798833,2020
"33.519999999999996,-116.26,S",15.281311475409836,0.1061714191798833,2020
"33.519999999999996,-115.76,S",15.281311475409836,0.1061714191798833,2020
"33.519999999999996,-115.26,S",15.281311475409836,0.1061714191798833,2020
"33.519999999999996,-114.76,S",15.281311475409836,0.1061714191798833,2020
"33.519999999999996,-114.26,S",3.943157894736842,0.12964006763829616,2020
"33.519999999999996,-113.76,S",3.943157894736842,0.12964006763829616,2020
"33.519999999999996,-113.26,S",3.943157894736842,0.12964006763829616,2020
"33.519999999999996,-112.76,S",3.943157894736842,0.12964006763829616,2020
"33.519999999999996,-112.26,S",3.943157894736842,0.12964006763829616,2020
"33.519999999999996,-111.76,S",3.943157894736842,0.12964006763829616,2020
"33.519999999999996,-111.26,S",3.943157894736842,0.12964006763829616,2020
"33.519999999999996,-110.76,S",3.943157894736842,0.12964006763829616,2020
"33.519999999999996,-110.26,S",3.943157894736842,0.12964006763829616,2020
"33.519999999999996,-109.76,S",3.943157894736842,0.12964006763829616,2020
"33.519999999999996,-109.26,S",3.943157894736842,0.12964006763829616,2020
"33.519999999999996,-108.76,S",8.911764705882353,0.17517704062616474,2020
"33.519999999999996,-108.26,S",8.911764705882353,0.17517704062616474,2020
"33.519999999999996,-107.76,S",8.911764705882353,0.17517704062616474,2020
"33.519999999999996,-107.26,S",8.911764705882353,0.17517704062616474,2020
"33.519999999999996,-106.76,S",8.911764705882353,0.17517704062616474,2020
"33.519999999999996,-106.26,S",8.911764705882353,0.17517704062616474,2020
"33.519999999999996,-105.76,S",8.911764705882353,0.17517704062616474,2020
"33.519999999999996,-105.26,S",8.911764705882353,0.17517704062616474,2020
"33.519999999999996,-104.76,S",8.911764705882353,0.17517704062616474,2020
"33.519999999999996,-104.26,S",8.911764705882353,0.17517704062616474,2020
"33.519999999999996,-103.76,S",8.911764705882353,0.17517704062616474,2020
"33.519999999999996,-103.26,S",8.911764705882353,0.17517704062616474,2020
"33.519999999999996,-102.76,S",3.897777777777778,0.1809287676740602,2020
"33.519999999999996,-102.26,S",3.897777777777778,0.1809287676740602,2020
"33.519999999999996,-101.76,S",3.897777777777778,0.1809287676740602,2020
"33.519999999999996,-101.26,S",3.897777777777778,0.1809287676740602,2020
"33.519999999999996,-100.76,S",3.897777777777778,0.1809287676740602,2020
"33.519999999999996,-100.26,S",3.897777777777778,0.1809287676740602,2020
"33.519999999999996,-99.76,S",3.897777777777778,0.1809287676740602,2020
"33.519999999999996,-99.26,S",3.897777777777778,0.1809287676740602,2020
"33.519999999999996,-98.76,S",3.897777777777778,0.1809287676740602,2020
"33.519999999999996,-98.26,S",3.897777777777778,0.1809287676740602,2020
"33.519999999999996,-97.76,S",3.897777777777778,0.1809287676740602,2020
"33.519999999999996,-97.26,S",3.897777777777778,0.1809287676740602,2020
"33.519999999999996,-96.76,S",3.897777777777778,0.1809287676740602,2020
"33.519999999999996,-96.26,S",3.897777777777778,0.1809287676740602,2020
"33.519999999999996,-95.76,S",3.897777777777778,0.1809287676740602,2020
"33.519999999999996,-95.26,S",3.897777777777778,0.1809287676740602,2020
"33.519999999999996,-94.76,S",3.897777777777778,0.1809287676740602,2020
"33.519999999999996,-94.26,S",3.897777777777778,0.1809287676740602,2020
"33.519999999999996,-93.76,S",8.75,0.1442068622575833,2020
"33.519999999999996,-93.26,S",8.75,0.1442068622575833,2020
"33.519999999999996,-92.76,S",8.75,0.1442068622575833,2020
"33.519999999999996,-92.26,S",8.75,0.1442068622575833,2020
"33.519999999999996,-91.76,S",8.75,0.1442068622575833,2020
"33.519999999999996,-91.26,S",8.75,0.1442068622575833,2020
"33.519999999999996,-90.76,S",103.6,0.1314708299096138,2020
"33.519999999999996,-90.26,S",103.6,0.1314708299096138,2020
"33.519999999999996,-89.76,S",103.6,0.1314708299096138,2020
"33.519999999999996,-89.26,S",103.6,0.1314708299096138,2020
"33.519999999999996,-88.76,S",103.6,0.1314708299096138,2020
"33.519999999999996,-88.26,S",114.0,0.1392857142857143,2020
"33.519999999999996,-87.76,S",114.0,0.1392857142857143,2020
"33.519999999999996,-87.26,S",114.0,0.1392857142857143,2020
"33.519999999999996,-86.76,S",114.0,0.1392857142857143,2020
"33.519999999999996,-86.26,S",114.0,0.1392857142857143,2020
"33.519999999999996,-85.76,S",114.0,0.1392857142857143,2020
"33.519999999999996,-85.26,S",3.049142857142857,0.0708999315877853,2020
"33.519999999999996,-84.76,S",3.049142857142857,0.0708999315877853,2020
"33.519999999999996,-84.26,S",3.049142857142857,0.0708999315877853,2020
"33.519999999999996,-83.76,S",3.049142857142857,0.0708999315877853,2020
"33.519999999999996,-83.26,S",3.049142857142857,0.0708999315877853,2020
"33.519999999999996,-82.76,S",3.049142857142857,0.0708999315877853,2020
"33.519999999999996,-82.26,S",3.049142857142857,0.0708999315877853,2020
"33.519999999999996,-81.76,S",4.798039215686274,0.24032648125755743,2020
"33.519999999999996,-81.26,S",4.798039215686274,0.24032648125755743,2020
"33.519999999999996,-80.76,S",4.798039215686274,0.24032648125755743,2020
"33.519999999999996,-80.26,S",4.798039215686274,0.24032648125755743,2020
"33.519999999999996,-79.76,S",4.798039215686274,0.24032648125755743,2020
"33.519999999999996,-79.26,S",4.798039215686274,0.24032648125755743,2020
"34.019999999999996,-119.76,S",15.281311475409836,0.1061714191798833,2020
"34.019999999999996,-118.26,S",15.281311475409836,0.1061714191798833,2020
"34.019999999999996,-117.76,S",15.281311475409836,0.1061714191798833,2020
"34.019999999999996,-117.26,S",15.281311475409836,0.1061714191798833,2020
"34.019999999999996,-116.76,S",15.281311475409836,0.1061714191798833,2020
"34.019999999999996,-116.26,S",15.281311475409836,0.1061714191798833,2020
"34.019999999999996,-115.76,S",15.281311475409836,0.1061714191798833,2020
"34.019999999999996,-115.26,S",15.281311475409836,0.1061714191798833,2020
"34.019999999999996,-114.76,S",15.281311475409836,0.1061714191798833,2020
"34.019999999999996,-114.26,S",3.943157894736842,0.12964006763829616,2020
"34.019999999999996,-113.76,S",3.943157894736842,0.12964006763829616,2020
"34.019999999999996,-113.26,S",3.943157894736842,0.12964006763829616,2020
"34.019999999999996,-112.76,S",3.943157894736842,0.12964006763829616,2020
"34.019999999999996,-112.26,S",3.943157894736842,0.12964006763829616,2020
"34.019999999999996,-111.76,S",3.943157894736842,0.12964006763829616,2020
"34.019999999999996,-111.26,S",3.943157894736842,0.12964006763829616,2020
"34.019999999999996,-110.76,S",3.943157894736842,0.12964006763829616,2020
"34.019999999999996,-110.26,S",3.943157894736842,0.12964006763829616,2020
"34.019999999999996,-109.76,S",3.943157894736842,0.12964006763829616,2020
"34.019999999999996,-109.26,S",3.943157894736842,0.12964006763829616,2020
"34.019999999999996,-108.76,S",8.911764705882353,0.17517704062616474,2020
"34.019999999999996,-108.26,S",8.911764705882353,0.17517704062616474,2020
"34.019999999999996,-107.76,S",8.911764705882353,0.17517704062616474,2020
"34.019999999999996,-107.26,S",8.911764705882353,0.17517704062616474,2020
"34.019999999999996,-106.76,S",8.911764705882353,0.17517704062616474,2020
"34.019999999999996,-106.26,S",8.911764705882353,0.17517704062616474,2020
"34.019999999999996,-105.76,S",8.911764705882353,0.17517704062616474,2020
"34.019999999999996,-105.26,S",8.911764705882353,0.17517704062616474,2020
"34.019999999999996,-104.76,S",8.911764705882353,0.17517704062616474,2020
"34.019999999999996,-104.26,S",8.911764705882353,0.17517704062616474,2020
"34.019999999999996,-103.76,S",8.911764705882353,0.17517704062616474,2020
"34.019999999999996,-103.26,S",8.911764705882353,0.17517704062616474,2020
"34.019999999999996,-102.76,S",3.897777777777778,0.1809287676740602,2020
"34.019999999999996,-102.26,S",3.897777777777778,0.1809287676740602,2020
"34.019999999999996,-101.76,S",3.897777777777778,0.1809287676740602,2020
"34.019999999999996,-101.26,S",3.897777777777778,0.1809287676740602,2020
"34.019999999999996,-100.76,S",3.897777777777778,0.1809287676740602,2020
"34.019999999999996,-100.26,S",3.897777777777778,0.1809287676740602,2020
"34.019999999999996,-99.76,S",3.897777777777778,0.1809287676740602,2020
"34.019999999999996,-99.26,S",3.897777777777778,0.1809287676740602,2020
"34.019999999999996,-98.76,S",3.897777777777778,0.1809287676740602,2020
"34.019999999999996,-98.26,S",3.897777777777778,0.1809287676740602,2020
"34.019999999999996,-97.76,S",251.5,0.4545454545454546,2020
"34.019999999999996,-97.26,S",251.5,0.4545454545454546,2020
"34.019999999999996,-96.76,S",251.5,0.4545454545454546,2020
"34.019999999999996,-96.26,S",251.5,0.4545454545454546,2020
"34.019999999999996,-95.76,S",251.5,0.4545454545454546,2020
"34.019999999999996,-95.26,S",251.5,0.4545454545454546,2020
"34.019999999999996,-94.76,S",251.5,0.4545454545454546,2020
"34.019999999999996,-94.26,S",8.75,0.1442068622575833,2020
"34.019999999999996,-93.76,S",8.75,0.1442068622575833,2020
"34.019999999999996,-93.26,S",8.75,0.1442068622575833,2020
"34.019999999999996,-92.76,S",8.75,0.1442068622575833,2020
"34.019999999999996,-92.26,S",8.75,0.1442068622575833,2020
"34.019999999999996,-91.76,S",8.75,0.1442068622575833,2020
"34.019999999999996,-91.26,S",8.75,0.1442068622575833,2020
"34.019999999999996,-90.76,S",103.6,0.1314708299096138,2020
"34.019999999999996,-90.26,S",103.6,0.1314708299096138,2020
"34.019999999999996,-89.76,S",103.6,0.1314708299096138,2020
"34.019999999999996,-89.26,S",103.6,0.1314708299096138,2020
"34.019999999999996,-88.76,S",103.6,0.1314708299096138,2020
"34.019999999999996,-88.26,S",103.6,0.1314708299096138,2020
"34.019999999999996,-87.76,S",114.0,0.1392857142857143,2020
"34.019999999999996,-87.26,S",114.0,0.1392857142857143,2020
"34.019999999999996,-86.76,S",114.0,0.1392857142857143,2020
"34.019999999999996,-86.26,S",114.0,0.1392857142857143,2020
"34.019999999999996,-85.76,S",114.0,0.1392857142857143,2020
"34.019999999999996,-85.26,S",3.049142857142857,0.0708999315877853,2020
"34.019999999999996,-84.76,S",3.049142857142857,0.0708999315877853,2020
"34.019999999999996,-84.26,S",3.049142857142857,0.0708999315877853,2020
"34.019999999999996,-83.76,S",3.049142857142857,0.0708999315877853,2020
"34.019999999999996,-83.26,S",3.049142857142857,0.0708999315877853,2020
"34.019999999999996,-82.76,S",3.049142857142857,0.0708999315877853,2020
"34.019999999999996,-82.26,S",4.798039215686274,0.24032648125755743,2020
"34.019999999999996,-81.76,S",4.798039215686274,0.24032648125755743,2020
"34.019999999999996,-81.26,S",4.798039215686274,0.24032648125755743,2020
"34.019999999999996,-80.76,S",4.798039215686274,0.24032648125755743,2020
"34.019999999999996,-80.26,S",4.798039215686274,0.24032648125755743,2020
"34.019999999999996,-79.76,S",4.798039215686274,0.24032648125755743,2020
"34.019999999999996,-79.26,S",4.798039215686274,0.24032648125755743,2020
"34.019999999999996,-78.76,S",4.798039215686274,0.24032648125755743,2020
"34.019999999999996,-78.26,S",4.081052631578947,0.07145812177968333,2020
"34.519999999999996,-120.26,S",15.281311475409836,0.1061714191798833,2020
"34.519999999999996,-119.76,S",15.281311475409836,0.1061714191798833,2020
"34.519999999999996,-119.26,S",15.281311475409836,0.1061714191798833,2020
"34.519999999999996,-118.76,S",15.281311475409836,0.1061714191798833,2020
"34.519999999999996,-118.26,S",15.281311475409836,0.1061714191798833,2020
"34.519999999999996,-117.76,S",15.281311475409836,0.1061714191798833,2020
"34.519999999999996,-117.26,S",15.281311475409836,0.1061714191798833,2020
"34.519999999999996,-116.76,S",15.281311475409836,0.1061714191798833,2020
"34.519999999999996,-116.26,S",15.281311475409836,0.1061714191798833,2020
"34.519999999999996,-115.76,S",15.281311475409836,0.1061714191798833,2020
"34.519999999999996,-115.26,S",15.281311475409836,0.1061714191798833,2020
"34.519999999999996,-114.76,S",15.281311475409836,0.1061714191798833,2020
"34.519999999999996,-114.26,S",3.943157894736842,0.12964006763829616,2020
"34.519999999999996,-113.76,S",3.943157894736842,0.12964006763829616,2020
"34.519999999999996,-113.26,S",3.943157894736842,0.12964006763829616,2020
"34.519999999999996,-112.76,S",3.943157894736842,0.12964006763829616,2020
"34.519999999999996,-112.26,S",3.943157894736842,0.12964006763829616,2020
"34.519999999999996,-111.76,S",3.943157894736842,0.12964006763829616,2020
"34.519999999999996,-111.26,S",3.943157894736842,0.12964006763829616,2020
"34.519999999999996,-110.76,S",3.943157894736842,0.12964006763829616,2020
"34.519999999999996,-110.26,S",3.943157894736842,0.12964006763829616,2020
"34.519999999999996,-109.76,S",3.943157894736842,0.12964006763829616,2020
"34.519999999999996,-109.26,S",3.943157894736842,0.12964006763829616,2020
"34.519999999999996,-108.76,S",8.911764705882353,0.17517704062616474,2020
"34.519999999999996,-108.26,S",8.911764705882353,0.17517704062616474,2020
"34.519999999999996,-107.76,S",8.911764705882353,0.17517704062616474,2020
"34.519999999999996,-107.26,S",8.911764705882353,0.17517704062616474,2020
"34.519999999999996,-106.76,S",8.911764705882353,0.17517704062616474,2020
"34.519999999999996,-106.26,S",8.911764705882353,0.17517704062616474,2020
"34.519999999999996,-105.76,S",8.911764705882353,0.17517704062616474,2020
"34.519999999999996,-105.26,S",8.911764705882353,0.17517704062616474,2020
"34.519999999999996,-104.76,S",8.911764705882353,0.17517704062616474,2020
"34.519999999999996,-104.26,S",8.911764705882353,0.17517704062616474,2020
"34.519999999999996,-103.76,S",8.911764705882353,0.17517704062616474,2020
"34.519999999999996,-103.26,S",8.911764705882353,0.17517704062616474,2020
"34.519999999999996,-102.76,S",3.897777777777778,0.1809287676740602,2020
"34.519999999999996,-102.26,S",3.897777777777778,0.1809287676740602,2020
"34.519999999999996,-101.76,S",3.897777777777778,0.1809287676740602,2020
"34.519999999999996,-101.26,S",3.897777777777778,0.1809287676740602,2020
"34.519999999999996,-100.76,S",3.897777777777778,0.1809287676740602,2020
"34.519999999999996,-100.26,S",3.897777777777778,0.1809287676740602,2020
"34.519999999999996,-99.76,S",251.5,0.4545454545454546,2020
"34.519999999999996,-99.26,S",251.5,0.4545454545454546,2020
"34.519999999999996,-98.76,S",251.5,0.4545454545454546,2020
"34.519999999999996,-98.26,S",251.5,0.4545454545454546,2020
"34.519999999999996,-97.76,S",251.5,0.4545454545454546,2020
